"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998","Canada","2016A000011124","Crime severity index","Index","160","units","0","v44312461","1.1","118.84","","","","2"
"1998","Canada","2016A000011124","Violent crime severity index","Index","160","units","0","v44312463","1.3","97.80","","","","2"
"1998","Canada","2016A000011124","Non-violent crime severity index","Index","160","units","0","v44312465","1.5","126.93","","","","2"
"1998","Canada","2016A000011124","Youth crime severity index","Index","160","units","0","v53079455","1.7","110.24","","","","2"
"1998","Canada","2016A000011124","Youth violent crime severity index","Index","160","units","0","v53079457","1.9","86.59","","","","2"
"1998","Canada","2016A000011124","Youth non-violent crime severity index","Index","160","units","0","v53079447","1.11","128.25","","","","2"
"1998","Canada","2016A000011124","Weighted clearance rate","Number","223","units","0","v53079449","1.13","34.06","","","","2"
"1998","Canada","2016A000011124","Violent weighted clearance rate","Number","223","units","0","v53079451","1.15","55.66","","","","2"
"1998","Canada","2016A000011124","Non-violent weighted clearance rate","Number","223","units","0","v53079453","1.17","27.66","","","","2"
"1998","Canada","2016A000011124","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079454","1.18","","..","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Crime severity index","Index","160","units","0","v44312467","2.1","76.38","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Violent crime severity index","Index","160","units","0","v44312469","2.3","58.43","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Non-violent crime severity index","Index","160","units","0","v44312471","2.5","83.28","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","109.72","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","55.73","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","150.84","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Weighted clearance rate","Number","223","units","0","v53079554","2.13","41.91","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Violent weighted clearance rate","Number","223","units","0","v53079556","2.15","62.81","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Non-violent weighted clearance rate","Number","223","units","0","v53079558","2.17","36.27","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079559","2.18","","..","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Crime severity index","Index","160","units","0","v44312473","3.1","101.04","","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Violent crime severity index","Index","160","units","0","v44312475","3.3","66.55","","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Non-violent crime severity index","Index","160","units","0","v44312477","3.5","114.29","","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Youth crime severity index","Index","160","units","0","v53079663","3.7","","..","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Youth violent crime severity index","Index","160","units","0","v53079664","3.9","","..","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Youth non-violent crime severity index","Index","160","units","0","v53079656","3.11","","..","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Weighted clearance rate","Number","223","units","0","v53079657","3.13","31.64","","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Violent weighted clearance rate","Number","223","units","0","v53079659","3.15","52.62","","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Non-violent weighted clearance rate","Number","223","units","0","v53079661","3.17","26.95","","","","2"
"1998","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079662","3.18","","..","","","2"
"1998","Prince Edward Island [11]","2016A000211","Crime severity index","Index","160","units","0","v44312479","4.1","73.31","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Violent crime severity index","Index","160","units","0","v44312481","4.3","57.83","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Non-violent crime severity index","Index","160","units","0","v44312483","4.5","79.27","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Youth crime severity index","Index","160","units","0","v53079773","4.7","50.33","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Youth violent crime severity index","Index","160","units","0","v53079775","4.9","29.62","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Youth non-violent crime severity index","Index","160","units","0","v53079765","4.11","66.11","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Weighted clearance rate","Number","223","units","0","v53079767","4.13","50.45","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Violent weighted clearance rate","Number","223","units","0","v53079769","4.15","75.40","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Non-violent weighted clearance rate","Number","223","units","0","v53079771","4.17","43.45","","","","2"
"1998","Prince Edward Island [11]","2016A000211","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079772","4.18","","..","","","2"
"1998","Nova Scotia [12]","2016A000212","Crime severity index","Index","160","units","0","v44312485","5.1","105.40","","","","2"
"1998","Nova Scotia [12]","2016A000212","Violent crime severity index","Index","160","units","0","v44312487","5.3","84.95","","","","2"
"1998","Nova Scotia [12]","2016A000212","Non-violent crime severity index","Index","160","units","0","v44312489","5.5","113.26","","","","2"
"1998","Nova Scotia [12]","2016A000212","Youth crime severity index","Index","160","units","0","v53079875","5.7","105.21","","","","2"
"1998","Nova Scotia [12]","2016A000212","Youth violent crime severity index","Index","160","units","0","v53079877","5.9","75.28","","","","2"
"1998","Nova Scotia [12]","2016A000212","Youth non-violent crime severity index","Index","160","units","0","v53079867","5.11","128.01","","","","2"
"1998","Nova Scotia [12]","2016A000212","Weighted clearance rate","Number","223","units","0","v53079869","5.13","35.55","","","","2"
"1998","Nova Scotia [12]","2016A000212","Violent weighted clearance rate","Number","223","units","0","v53079871","5.15","58.55","","","","2"
"1998","Nova Scotia [12]","2016A000212","Non-violent weighted clearance rate","Number","223","units","0","v53079873","5.17","28.91","","","","2"
"1998","Nova Scotia [12]","2016A000212","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079874","5.18","","..","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Crime severity index","Index","160","units","0","v44312491","6.1","134.13","","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Violent crime severity index","Index","160","units","0","v44312493","6.3","110.54","","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Non-violent crime severity index","Index","160","units","0","v44312495","6.5","143.20","","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Youth crime severity index","Index","160","units","0","v53079885","6.7","","..","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Youth violent crime severity index","Index","160","units","0","v53079886","6.9","","..","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Youth non-violent crime severity index","Index","160","units","0","v53079878","6.11","","..","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Weighted clearance rate","Number","223","units","0","v53079879","6.13","28.95","","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Violent weighted clearance rate","Number","223","units","0","v53079881","6.15","51.65","","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Non-violent weighted clearance rate","Number","223","units","0","v53079883","6.17","22.21","","","","2"
"1998","Halifax, Nova Scotia [12205]","2021A003512205","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079884","6.18","","..","","","2"
"1998","New Brunswick [13]","2016A000213","Crime severity index","Index","160","units","0","v44312497","7.1","89.98","","","","2"
"1998","New Brunswick [13]","2016A000213","Violent crime severity index","Index","160","units","0","v44312499","7.3","67.12","","","","2"
"1998","New Brunswick [13]","2016A000213","Non-violent crime severity index","Index","160","units","0","v44312501","7.5","98.77","","","","2"
"1998","New Brunswick [13]","2016A000213","Youth crime severity index","Index","160","units","0","v53079896","7.7","97.20","","","","2"
"1998","New Brunswick [13]","2016A000213","Youth violent crime severity index","Index","160","units","0","v53079898","7.9","55.97","","","","2"
"1998","New Brunswick [13]","2016A000213","Youth non-violent crime severity index","Index","160","units","0","v53079888","7.11","128.61","","","","2"
"1998","New Brunswick [13]","2016A000213","Weighted clearance rate","Number","223","units","0","v53079890","7.13","43.97","","","","2"
"1998","New Brunswick [13]","2016A000213","Violent weighted clearance rate","Number","223","units","0","v53079892","7.15","68.06","","","","2"
"1998","New Brunswick [13]","2016A000213","Non-violent weighted clearance rate","Number","223","units","0","v53079894","7.17","37.68","","","","2"
"1998","New Brunswick [13]","2016A000213","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079895","7.18","","..","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Crime severity index","Index","160","units","0","v44312503","8.1","101.24","","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Violent crime severity index","Index","160","units","0","v44312505","8.3","84.07","","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Non-violent crime severity index","Index","160","units","0","v44312507","8.5","107.84","","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Youth crime severity index","Index","160","units","0","v53079906","8.7","","..","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Youth violent crime severity index","Index","160","units","0","v53079907","8.9","","..","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Youth non-violent crime severity index","Index","160","units","0","v53079899","8.11","","..","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Weighted clearance rate","Number","223","units","0","v53079900","8.13","41.93","","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Violent weighted clearance rate","Number","223","units","0","v53079902","8.15","58.43","","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Non-violent weighted clearance rate","Number","223","units","0","v53079904","8.17","36.98","","","","2"
"1998","Saint John, New Brunswick [13310]","2021A003513310","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079905","8.18","","..","","","2"
"1998","Quebec [24]","2016A000224","Crime severity index","Index","160","units","0","v44312509","9.1","112.68","","","","2"
"1998","Quebec [24]","2016A000224","Violent crime severity index","Index","160","units","0","v44312511","9.3","90.47","","","","2"
"1998","Quebec [24]","2016A000224","Non-violent crime severity index","Index","160","units","0","v44312513","9.5","121.22","","","","2"
"1998","Quebec [24]","2016A000224","Youth crime severity index","Index","160","units","0","v53079917","9.7","89.55","","","","2"
"1998","Quebec [24]","2016A000224","Youth violent crime severity index","Index","160","units","0","v53079919","9.9","73.95","","","","2"
"1998","Quebec [24]","2016A000224","Youth non-violent crime severity index","Index","160","units","0","v53079909","9.11","101.43","","","","2"
"1998","Quebec [24]","2016A000224","Weighted clearance rate","Number","223","units","0","v53079911","9.13","29.48","","","","2"
"1998","Quebec [24]","2016A000224","Violent weighted clearance rate","Number","223","units","0","v53079913","9.15","53.47","","","","2"
"1998","Quebec [24]","2016A000224","Non-violent weighted clearance rate","Number","223","units","0","v53079915","9.17","22.60","","","","2"
"1998","Quebec [24]","2016A000224","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079916","9.18","","..","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Crime severity index","Index","160","units","0","v44312515","10.1","114.09","","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Violent crime severity index","Index","160","units","0","v44312517","10.3","50.40","","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Non-violent crime severity index","Index","160","units","0","v44312519","10.5","138.57","","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Youth crime severity index","Index","160","units","0","v53079465","10.7","","..","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Youth violent crime severity index","Index","160","units","0","v53079466","10.9","","..","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Youth non-violent crime severity index","Index","160","units","0","v53079458","10.11","","..","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Weighted clearance rate","Number","223","units","0","v53079459","10.13","26.52","","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Violent weighted clearance rate","Number","223","units","0","v53079461","10.15","65.06","","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Non-violent weighted clearance rate","Number","223","units","0","v53079463","10.17","21.13","","","","2"
"1998","Saguenay, Quebec [24408]","2021A003524408","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079464","10.18","","..","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Crime severity index","Index","160","units","0","v44312521","11.1","91.05","","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Violent crime severity index","Index","160","units","0","v44312523","11.3","64.89","","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Non-violent crime severity index","Index","160","units","0","v44312525","11.5","101.11","","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Youth crime severity index","Index","160","units","0","v53079474","11.7","","..","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Youth violent crime severity index","Index","160","units","0","v53079475","11.9","","..","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Youth non-violent crime severity index","Index","160","units","0","v53079467","11.11","","..","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Weighted clearance rate","Number","223","units","0","v53079468","11.13","31.92","","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Violent weighted clearance rate","Number","223","units","0","v53079470","11.15","53.07","","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Non-violent weighted clearance rate","Number","223","units","0","v53079472","11.17","26.70","","","","2"
"1998","Québec, Quebec [24421]","2021A003524421","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079473","11.18","","..","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Crime severity index","Index","160","units","0","v44312527","12.1","111.65","","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Violent crime severity index","Index","160","units","0","v44312529","12.3","53.89","","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Non-violent crime severity index","Index","160","units","0","v44312531","12.5","133.85","","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Youth crime severity index","Index","160","units","0","v53079483","12.7","","..","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Youth violent crime severity index","Index","160","units","0","v53079484","12.9","","..","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Youth non-violent crime severity index","Index","160","units","0","v53079476","12.11","","..","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Weighted clearance rate","Number","223","units","0","v53079477","12.13","24.55","","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Violent weighted clearance rate","Number","223","units","0","v53079479","12.15","59.17","","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Non-violent weighted clearance rate","Number","223","units","0","v53079481","12.17","19.20","","","","2"
"1998","Sherbrooke, Quebec [24433]","2021A003524433","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079482","12.18","","..","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Crime severity index","Index","160","units","0","v44312533","13.1","96.40","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","49.13","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","114.58","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Weighted clearance rate","Number","223","units","0","v53079486","13.13","40.24","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Violent weighted clearance rate","Number","223","units","0","v53079488","13.15","76.02","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent weighted clearance rate","Number","223","units","0","v53079490","13.17","34.34","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079491","13.18","","..","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","139.00","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","133.93","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","140.95","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Youth non-violent crime severity index","Index","160","units","0","v53079494","14.11","","..","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Weighted clearance rate","Number","223","units","0","v53079495","14.13","25.83","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Violent weighted clearance rate","Number","223","units","0","v53079497","14.15","46.39","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Non-violent weighted clearance rate","Number","223","units","0","v53079499","14.17","18.32","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079500","14.18","","..","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Crime severity index","Index","160","units","0","v44312545","15.1","103.11","","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Violent crime severity index","Index","160","units","0","v44312547","15.3","69.70","","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Non-violent crime severity index","Index","160","units","0","v44312549","15.5","115.96","","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Youth crime severity index","Index","160","units","0","v53079510","15.7","","..","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Youth violent crime severity index","Index","160","units","0","v53079511","15.9","","..","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Youth non-violent crime severity index","Index","160","units","0","v53079503","15.11","","..","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Weighted clearance rate","Number","223","units","0","v53079504","15.13","34.12","","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Violent weighted clearance rate","Number","223","units","0","v53079506","15.15","66.83","","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Non-violent weighted clearance rate","Number","223","units","0","v53079508","15.17","26.56","","","","2"
"1998","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079509","15.18","","..","","","2"
"1998","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v44312551","16.1","100.72","","","","2"
"1998","Ontario [35]","2016A000235","Violent crime severity index","Index","160","units","0","v44312553","16.3","84.54","","","","2"
"1998","Ontario [35]","2016A000235","Non-violent crime severity index","Index","160","units","0","v44312555","16.5","106.94","","","","2"
"1998","Ontario [35]","2016A000235","Youth crime severity index","Index","160","units","0","v53079521","16.7","95.43","","","","2"
"1998","Ontario [35]","2016A000235","Youth violent crime severity index","Index","160","units","0","v53079523","16.9","83.17","","","","2"
"1998","Ontario [35]","2016A000235","Youth non-violent crime severity index","Index","160","units","0","v53079513","16.11","104.77","","","","2"
"1998","Ontario [35]","2016A000235","Weighted clearance rate","Number","223","units","0","v53079515","16.13","35.79","","","","2"
"1998","Ontario [35]","2016A000235","Violent weighted clearance rate","Number","223","units","0","v53079517","16.15","56.74","","","","2"
"1998","Ontario [35]","2016A000235","Non-violent weighted clearance rate","Number","223","units","0","v53079519","16.17","29.43","","","","2"
"1998","Ontario [35]","2016A000235","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079520","16.18","","..","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Crime severity index","Index","160","units","0","v44312557","17.1","111.15","","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Violent crime severity index","Index","160","units","0","v44312559","17.3","93.19","","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Non-violent crime severity index","Index","160","units","0","v44312561","17.5","118.06","","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Youth crime severity index","Index","160","units","0","v53079531","17.7","","..","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Youth violent crime severity index","Index","160","units","0","v53079532","17.9","","..","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Youth non-violent crime severity index","Index","160","units","0","v53079524","17.11","","..","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Weighted clearance rate","Number","223","units","0","v53079525","17.13","29.16","","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Violent weighted clearance rate","Number","223","units","0","v53079527","17.15","52.80","","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Non-violent weighted clearance rate","Number","223","units","0","v53079529","17.17","21.99","","","","2"
"1998","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2021A0035505","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079530","17.18","","..","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Crime severity index","Index","160","units","0","v44312563","18.1","113.82","","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Violent crime severity index","Index","160","units","0","v44312565","18.3","101.00","","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Non-violent crime severity index","Index","160","units","0","v44312567","18.5","118.75","","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Youth crime severity index","Index","160","units","0","v53079540","18.7","","..","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Youth violent crime severity index","Index","160","units","0","v53079541","18.9","","..","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Youth non-violent crime severity index","Index","160","units","0","v53079533","18.11","","..","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Weighted clearance rate","Number","223","units","0","v53079534","18.13","27.67","","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Violent weighted clearance rate","Number","223","units","0","v53079536","18.15","49.58","","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Non-violent weighted clearance rate","Number","223","units","0","v53079538","18.17","20.51","","","","2"
"1998","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079539","18.18","","..","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Crime severity index","Index","160","units","0","v44312569","19.1","91.83","","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Violent crime severity index","Index","160","units","0","v44312571","19.3","98.70","","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Non-violent crime severity index","Index","160","units","0","v44312573","19.5","89.18","","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Youth crime severity index","Index","160","units","0","v53079549","19.7","","..","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Youth violent crime severity index","Index","160","units","0","v53079550","19.9","","..","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Youth non-violent crime severity index","Index","160","units","0","v53079542","19.11","","..","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Weighted clearance rate","Number","223","units","0","v53079543","19.13","31.71","","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Violent weighted clearance rate","Number","223","units","0","v53079545","19.15","44.66","","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Non-violent weighted clearance rate","Number","223","units","0","v53079547","19.17","26.20","","","","2"
"1998","Toronto, Ontario [35535]","2021A003535535","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079548","19.18","","..","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Crime severity index","Index","160","units","0","v44312575","20.1","100.94","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","79.44","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","109.21","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Weighted clearance rate","Number","223","units","0","v53079564","20.13","30.03","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Violent weighted clearance rate","Number","223","units","0","v53079566","20.15","50.57","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Non-violent weighted clearance rate","Number","223","units","0","v53079568","20.17","24.28","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079569","20.18","","..","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","107.97","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","63.04","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","125.24","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Youth crime severity index","Index","160","units","0","v53079579","21.7","","..","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Youth violent crime severity index","Index","160","units","0","v53079580","21.9","","..","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Youth non-violent crime severity index","Index","160","units","0","v53079572","21.11","","..","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Weighted clearance rate","Number","223","units","0","v53079573","21.13","34.94","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent weighted clearance rate","Number","223","units","0","v53079575","21.15","67.61","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent weighted clearance rate","Number","223","units","0","v53079577","21.17","28.62","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Percent change in non-violent weighted clearance rate","Percent","239","units","0","v53079578","21.18","","..","","","2"
"1998","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Crime severity index","Index","160","units","0","v44312587","22.1","100.61","","","","2"
"1998","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Violent crime severity index","Index","160","units","0","v44312589","22.3","72.92","","","","2"
"1998","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Non-violent crime severity index","Index","160","units","0","v44312591","22.5","111.25","","","","2"
